»’∆Џ,є…∆±іъ¬л,√ы≥∆, ’≈ћЉџ,„оЄяЉџ,„оµЌЉџ,њ™≈ћЉџ,«∞ ’≈ћ,’«µшґо,’«µшЈщ,її ÷¬ ,≥…љїЅњ,≥…љїљрґо,„№ –÷µ,ЅчЌ® –÷µ
2018-07-31,'603993,¬е—фов“µ,5.86,6.03,5.82,6.0,5.88,-0.02,-0.3401,0.937,165531473,978364817.0,1.26571549816e+11,1.03521427336e+11
2018-07-30,'603993,¬е—фов“µ,5.88,5.96,5.79,5.84,5.79,0.09,1.5544,0.8763,154809702,908950075.0,1.27003534628e+11,1.03874742788e+11
2018-07-27,'603993,¬е—фов“µ,5.79,5.89,5.74,5.83,5.87,-0.08,-1.3629,0.6972,123157388,715301571.0,1.25059602976e+11,1.02284823256e+11
2018-07-26,'603993,¬е—фов“µ,5.87,6.07,5.83,6.05,6.08,-0.21,-3.4539,1.2382,218730762,1294488267.0,1.26787542222e+11,1.03698085062e+11
2018-07-25,'603993,¬е—фов“µ,6.08,6.2,6.01,6.2,6.17,-0.09,-1.4587,1.3854,244740694,1486340208.0,1.31323382745e+11,1.07407897305e+11
2018-07-24,'603993,¬е—фов“µ,6.17,6.36,6.01,6.1,6.17,0.0,0.0,2.1758,384372771,2371301313.0,1.33267314397e+11,1.08997816837e+11
2018-07-23,'603993,¬е—фов“µ,6.17,6.18,5.86,6.04,6.05,0.12,1.9835,0.8428,109180326,662871970.0,1.33267314397e+11,79924518412.8
2018-07-20,'603993,¬е—фов“µ,6.05,6.12,5.93,6.0,5.96,0.09,1.5101,0.6566,85054703,512798237.0,1.30675405527e+11,78370070728.9
2018-07-19,'603993,¬е—фов“µ,5.96,6.13,5.91,5.99,6.14,-0.18,-2.9316,0.789,102201108,612986761.0,1.28731473875e+11,77204234966.0
2018-07-18,'603993,¬е—фов“µ,6.14,6.32,6.11,6.29,6.3,-0.16,-2.5397,0.7183,93051082,578846583.0,1.3261933718e+11,79535906491.9
2018-07-17,'603993,¬е—фов“µ,6.3,6.42,6.2,6.35,6.4,-0.1,-1.5625,0.7775,100720489,633230664.0,1.36075215673e+11,81608503403.7
2018-07-16,'603993,¬е—фов“µ,6.4,6.53,6.33,6.44,6.53,-0.13,-1.9908,0.7407,95945332,614779244.0,1.38235139731e+11,82903876473.6
2018-07-13,'603993,¬е—фов“µ,6.53,6.7,6.24,6.33,6.33,0.2,3.1596,1.3476,174565188,1128623163.0,1.41043041007e+11,84587861464.5
2018-07-12,'603993,¬е—фов“µ,6.33,6.37,6.15,6.21,6.29,0.04,0.6359,0.9198,119142640,748786317.0,1.3672319289e+11,81997115324.7
2018-07-11,'603993,¬е—фов“µ,6.29,6.47,5.98,6.0,6.22,0.07,1.1254,1.4159,183415379,1147289490.0,1.35859223267e+11,81478966096.7
2018-07-10,'603993,¬е—фов“µ,6.22,6.28,5.82,5.82,5.81,0.41,7.0568,1.2571,162836450,1000192639.0,1.34347276426e+11,80572204947.8
2018-07-09,'603993,¬е—фов“µ,5.81,5.81,5.65,5.65,5.65,0.16,2.8319,0.6189,80171914,461177224.0,1.25491587787e+11,75261175361.2
2018-07-06,'603993,¬е—фов“µ,5.65,5.74,5.43,5.59,5.61,0.04,0.713,0.7234,93705607,527579724.0,1.22035709294e+11,73188578449.4
2018-07-05,'603993,¬е—фов“µ,5.61,6.09,5.55,6.04,6.04,-0.43,-7.1192,0.7183,93041867,540538806.0,1.21171739671e+11,72670429221.4
2018-07-04,'603993,¬е—фов“µ,6.04,6.19,6.02,6.13,6.15,-0.11,-1.7886,0.3815,49416545,301352988.0,1.30459413121e+11,78240533422.0
2018-07-03,'603993,¬е—фов“µ,6.15,6.19,5.96,6.15,6.14,0.01,0.1629,0.5064,65601136,398636618.0,1.32835329585e+11,79665443798.9
2018-07-02,'603993,¬е—фов“µ,6.14,6.27,6.08,6.26,6.29,-0.15,-2.3847,0.5399,69942520,430950440.0,1.3261933718e+11,79535906491.9
2018-06-29,'603993,¬е—фов“µ,6.29,6.3,6.06,6.06,6.09,0.2,3.2841,0.6507,84290554,524392481.0,1.35859223267e+11,81478966096.7
2018-06-28,'603993,¬е—фов“µ,6.09,6.21,6.05,6.09,6.15,-0.06,-0.9756,0.3643,47185262,289100355.0,1.3153937515e+11,78888219956.9
2018-06-27,'603993,¬е—фов“µ,6.15,6.35,6.12,6.29,6.3,-0.15,-2.381,0.4365,56541726,350350979.0,1.32835329585e+11,79665443798.9
2018-06-26,'603993,XD¬е—фов,6.3,6.32,5.97,6.08,6.2,0.1,1.6129,0.4741,61409987,382676477.0,1.36075215673e+11,81608503403.7
2018-06-25,'603993,¬е—фов“µ,6.28,6.43,6.26,6.36,6.3,-0.02,-0.3175,0.5965,77269181,491316048.0,1.35643230861e+11,81349428789.7
2018-06-22,'603993,¬е—фов“µ,6.3,6.37,5.91,6.01,6.1,0.2,3.2787,0.7295,94492545,586906065.0,1.36075215673e+11,81608503403.7
2018-06-21,'603993,¬е—фов“µ,6.1,6.36,6.09,6.23,6.24,-0.14,-2.2436,0.5924,76732458,476868472.0,1.31755367556e+11,79017757263.9
2018-06-20,'603993,¬е—фов“µ,6.24,6.3,6.03,6.06,6.15,0.09,1.4634,0.6687,86620327,534651857.0,1.34779261238e+11,80831279561.8
2018-06-19,'603993,¬е—фов“µ,6.15,6.62,6.15,6.62,6.83,-0.68,-9.9561,1.0695,138541415,875247638.0,1.32835329585e+11,79665443798.9
2018-06-15,'603993,¬е—фов“µ,6.83,7.02,6.71,6.96,6.96,-0.13,-1.8678,0.6927,89727164,613553533.0,1.47522813182e+11,88473980674.2
2018-06-14,'603993,¬е—фов“µ,6.96,7.07,6.87,6.9,6.96,0.0,0.0,0.3935,50974048,355928132.0,1.50330714458e+11,90157965665.0
2018-06-13,'603993,¬е—фов“µ,6.96,7.08,6.96,7.0,7.11,-0.15,-2.1097,0.3923,50822885,356062846.0,1.50330714458e+11,90157965665.0
2018-06-12,'603993,¬е—фов“µ,7.11,7.13,6.92,7.09,7.13,-0.02,-0.2805,0.4961,64265606,451560975.0,1.53570600545e+11,92101025269.9
2018-06-11,'603993,¬е—фов“µ,7.13,7.22,7.08,7.12,7.1,0.03,0.4225,0.4237,54882033,392387839.0,1.54002585357e+11,92360099883.9
2018-06-08,'603993,¬е—фов“µ,7.1,7.2,7.02,7.18,7.23,-0.13,-1.7981,0.499,64636808,456949757.0,1.53354608139e+11,91971487962.9
2018-06-07,'603993,¬е—фов“µ,7.23,7.4,7.22,7.38,7.31,-0.08,-1.0944,0.5593,72455209,528675063.0,1.56162509415e+11,93655472953.8
2018-06-06,'603993,¬е—фов“µ,7.31,7.41,7.14,7.17,7.18,0.13,1.8106,0.8884,115075949,840764152.0,1.57890448662e+11,94691771409.7
2018-06-05,'603993,¬е—фов“µ,7.18,7.18,6.98,7.01,7.02,0.16,2.2792,0.5535,71698728,509249133.0,1.55082547386e+11,93007786418.8
2018-06-04,'603993,¬е—фов“µ,7.02,7.19,6.88,7.17,7.17,-0.15,-2.0921,0.6236,80781322,567002063.0,1.51626668893e+11,90935189507.0
2018-06-01,'603993,¬е—фов“µ,7.17,7.33,7.02,7.09,7.11,0.06,0.8439,0.6509,84312501,606027633.0,1.5486655498e+11,92878249111.8
2018-05-31,'603993,¬е—фов“µ,7.11,7.16,7.01,7.07,7.01,0.1,1.4265,0.5931,76834815,544778376.0,1.53570600545e+11,92101025269.9
2018-05-30,'603993,¬е—фов“µ,7.01,7.34,6.81,7.34,7.47,-0.46,-6.158,1.0958,141948954,1008053774.0,1.51410676487e+11,90805652200.0
2018-05-29,'603993,¬е—фов“µ,7.47,7.59,7.42,7.53,7.53,-0.06,-0.7968,0.555,71889926,539043683.0,1.61346327155e+11,96764368321.5
2018-05-28,'603993,¬е—фов“µ,7.53,7.64,7.38,7.55,7.53,0.0,0.0,0.4796,62121637,468397199.0,1.6264228159e+11,97541592163.5
2018-05-25,'603993,¬е—фов“µ,7.53,7.81,7.51,7.76,7.77,-0.24,-3.0888,0.6875,89055554,677552721.0,1.6264228159e+11,97541592163.5
2018-05-24,'603993,¬е—фов“µ,7.77,7.85,7.72,7.73,7.8,-0.03,-0.3846,0.4943,64033960,499204886.0,1.6782609933e+11,1.00650487531e+11
2018-05-23,'603993,¬е—фов“µ,7.8,8.06,7.79,7.99,8.11,-0.31,-3.8224,0.9853,127637969,1003838020.0,1.68474076547e+11,1.01039099452e+11
2018-05-22,'603993,¬е—фов“µ,8.11,8.17,7.92,8.17,8.27,-0.16,-1.9347,1.265,163860315,1314432766.0,1.75169841128e+11,1.05054755969e+11
2018-05-21,'603993,¬е—фов“µ,8.27,8.45,8.22,8.29,8.2,0.07,0.8537,1.0178,131846030,1095257723.0,1.78625719621e+11,1.07127352881e+11
2018-05-18,'603993,¬е—фов“µ,8.2,8.23,7.97,8.11,8.1,0.1,1.2346,0.7667,99319352,806068266.0,1.77113772781e+11,1.06220591732e+11
2018-05-17,'603993,¬е—фов“µ,8.1,8.32,8.06,8.25,8.18,-0.08,-0.978,0.676,87566867,715870150.0,1.74953848722e+11,1.04925218662e+11
2018-05-16,'603993,¬е—фов“µ,8.18,8.32,8.16,8.23,8.33,-0.15,-1.8007,0.8389,108663631,892860981.0,1.76681787969e+11,1.05961517118e+11
2018-05-15,'603993,¬е—фов“µ,8.33,8.43,8.15,8.28,8.29,0.04,0.4825,1.0447,135331049,1121045561.0,1.79921674056e+11,1.07904576723e+11
2018-05-14,'603993,¬е—фов“µ,8.29,8.45,8.01,8.17,8.15,0.14,1.7178,1.7894,231793442,1911861722.0,1.79057704433e+11,1.07386427495e+11
2018-05-11,'603993,¬е—фов“µ,8.15,8.32,7.71,7.75,7.73,0.42,5.4334,2.1913,283857645,2291758609.0,1.76033810751e+11,1.05572905197e+11
2018-05-10,'603993,¬е—фов“µ,7.73,7.79,7.65,7.68,7.66,0.07,0.9138,0.6114,79202373,611937526.0,1.66962129707e+11,1.00132338303e+11
